batch,total_kv,n_new,p50_ms,p99_ms,mean_ms,reps
1,0,64,16.87037,19.34838,15.80041,40
1,1024,64,17.21603,19.66035,16.72736,40
1,2048,64,17.32032,22.06128,17.19051,40
1,4096,64,18.20698,22.26576,18.42796,40
1,8192,64,18.49958,22.86346,19.04915,40
1,12288,64,18.93347,23.4895,19.36948,40
1,16384,64,19.58237,23.92022,19.87605,40
1,24576,64,22.88598,27.46125,22.61447,40
1,32768,64,23.89216,28.48442,23.48734,40
