batch,total_kv,n_new,p50_ms,p99_ms,mean_ms,reps
1,0,25,10.50726,10.63222,9.00018,40
1,512,25,8.7919,10.8423,9.0515,40
1,1024,25,11.53008,13.44525,10.99134,40
1,2048,25,13.28058,13.60461,10.96054,40
1,3072,25,13.5903,13.77808,11.10225,40
1,4096,25,11.64035,13.76835,11.48602,40
1,6144,25,14.15904,14.29786,11.47957,40
1,8192,25,12.92762,14.66186,12.26578,40
