batch,total_kv,n_new,p50_ms,p99_ms,mean_ms,reps
1,0,2,14.90986,15.08822,12.72042,40
1,256,2,12.94954,15.22413,12.88046,40
1,512,2,13.02797,17.5624,13.05197,40
1,1024,2,14.34682,17.82646,14.47049,40
1,1536,2,17.99309,18.15322,16.9585,40
1,2048,2,15.82467,18.1648,14.58633,40
1,3072,2,16.19594,18.48659,15.11911,40
1,4096,2,14.41485,18.83958,15.70434,40
