L,arrival_ms,beat,ctx,done_ms,inject_offset_ms,latency_ms,miss,rel_to_injection_ms,sid
7168,15840.0,33,9574,15889.86,5,49.86,0,955.0,0
7168,16320.0,34,9586,16377.98,5,57.98,0,1435.0,0
7168,16800.0,35,9596,16841.8,5,41.8,0,1915.0,0
7168,17280.0,36,9608,17338.02,5,58.02,0,2395.0,0
7168,17760.0,37,9623,17842.36,5,82.36,0,2875.0,0
7168,13920.0,29,2366,13965.88,120,45.88,0,-1080.0,0
7168,14400.0,30,2375,14425.41,120,25.41,0,-600.0,0
7168,14880.0,31,2384,14905.42,120,25.42,0,-120.0,0
7168,15360.0,32,9563,15639.35,120,279.35,0,360.0,0
7168,15840.0,33,9574,15889.86,120,49.86,0,840.0,0
7168,16320.0,34,9586,16377.98,120,57.98,0,1320.0,0
7168,16800.0,35,9596,16841.8,120,41.8,0,1800.0,0
7168,17280.0,36,9608,17338.02,120,58.02,0,2280.0,0
7168,17760.0,37,9623,17842.36,120,82.36,0,2760.0,0
7168,13920.0,29,2366,13965.88,240,45.88,0,-1200.0,0
7168,14400.0,30,2375,14425.41,240,25.41,0,-720.0,0
7168,14880.0,31,2384,14905.42,240,25.42,0,-240.0,0
7168,15360.0,32,9563,15759.35,240,399.35,0,240.0,0
7168,15840.0,33,9574,15889.86,240,49.86,0,720.0,0
7168,16320.0,34,9586,16377.98,240,57.98,0,1200.0,0
7168,16800.0,35,9596,16841.8,240,41.8,0,1680.0,0
7168,17280.0,36,9608,17338.02,240,58.02,0,2160.0,0
7168,17760.0,37,9623,17842.36,240,82.36,0,2640.0,0
7168,13920.0,29,2366,13965.88,360,45.88,0,-1320.0,0
7168,14400.0,30,2375,14425.41,360,25.41,0,-840.0,0
7168,14880.0,31,2384,14905.42,360,25.42,0,-360.0,0
7168,15360.0,32,9573,15895.74,360,535.74,1,120.0,0
7168,15840.0,33,9574,15903.84,360,63.84,0,600.0,0
7168,16320.0,34,9586,16377.98,360,57.98,0,1080.0,0
7168,16800.0,35,9596,16841.8,360,41.8,0,1560.0,0
7168,17280.0,36,9608,17338.02,360,58.02,0,2040.0,0
7168,17760.0,37,9623,17842.36,360,82.36,0,2520.0,0
7168,13920.0,29,2366,13965.88,470,45.88,0,-1430.0,0
7168,14400.0,30,2375,14425.41,470,25.41,0,-950.0,0
7168,14880.0,31,2384,14905.42,470,25.42,0,-470.0,0
7168,15360.0,32,9573,15995.08,470,635.08,1,10.0,0
7168,15840.0,33,9574,15995.08,470,155.08,0,490.0,0
7168,16320.0,34,9586,16377.98,470,57.98,0,970.0,0
7168,16800.0,35,9596,16841.8,470,41.8,0,1450.0,0
7168,17280.0,36,9608,17338.02,470,58.02,0,1930.0,0
7168,17760.0,37,9623,17842.36,470,82.36,0,2410.0,0
8192,13920.0,29,2366,13965.88,5,45.88,0,-965.0,0
8192,14400.0,30,2375,14425.41,5,25.41,0,-485.0,0
8192,14880.0,31,2384,14905.42,5,25.42,0,-5.0,0
8192,15360.0,32,10587,15615.73,5,255.73,0,475.0,0
8192,15840.0,33,10598,15891.53,5,51.53,0,955.0,0
8192,16320.0,34,10610,16379.82,5,59.82,0,1435.0,0
8192,16800.0,35,10620,16843.3,5,43.3,0,1915.0,0
8192,17280.0,36,10632,17339.86,5,59.86,0,2395.0,0
8192,17760.0,37,10647,17844.7,5,84.7,0,2875.0,0
8192,13920.0,29,2366,13965.88,120,45.88,0,-1080.0,0
8192,14400.0,30,2375,14425.41,120,25.41,0,-600.0,0
8192,14880.0,31,2384,14905.42,120,25.42,0,-120.0,0
8192,15360.0,32,10587,15711.31,120,351.31,0,360.0,0
8192,15840.0,33,10598,15891.53,120,51.53,0,840.0,0
8192,16320.0,34,10610,16379.82,120,59.82,0,1320.0,0
8192,16800.0,35,10620,16843.3,120,43.3,0,1800.0,0
8192,17280.0,36,10632,17339.86,120,59.86,0,2280.0,0
8192,17760.0,37,10647,17844.7,120,84.7,0,2760.0,0
8192,13920.0,29,2366,13965.88,240,45.88,0,-1200.0,0
8192,14400.0,30,2375,14425.41,240,25.41,0,-720.0,0
8192,14880.0,31,2384,14905.42,240,25.42,0,-240.0,0
8192,15360.0,32,10587,15831.31,240,471.31,0,240.0,0
8192,15840.0,33,10598,15891.53,240,51.53,0,720.0,0
8192,16320.0,34,10610,16379.82,240,59.82,0,1200.0,0
8192,16800.0,35,10620,16843.3,240,43.3,0,1680.0,0
8192,17280.0,36,10632,17339.86,240,59.86,0,2160.0,0
8192,17760.0,37,10647,17844.7,240,84.7,0,2640.0,0
8192,13920.0,29,2366,13965.88,360,45.88,0,-1320.0,0
8192,14400.0,30,2375,14425.41,360,25.41,0,-840.0,0
8192,14880.0,31,2384,14905.42,360,25.42,0,-360.0,0
8192,15360.0,32,10597,15957.49,360,597.49,1,120.0,0
8192,15840.0,33,10598,15957.49,360,117.49,0,600.0,0
8192,16320.0,34,10610,16379.82,360,59.82,0,1080.0,0
8192,16800.0,35,10620,16843.3,360,43.3,0,1560.0,0
8192,17280.0,36,10632,17339.86,360,59.86,0,2040.0,0
8192,17760.0,37,10647,17844.7,360,84.7,0,2520.0,0
8192,13920.0,29,2366,13965.88,470,45.88,0,-1430.0,0
8192,14400.0,30,2375,14425.41,470,25.41,0,-950.0,0
8192,14880.0,31,2384,14905.42,470,25.42,0,-470.0,0
8192,15360.0,32,10597,16067.49,470,707.49,1,10.0,0
8192,15840.0,33,10598,16067.49,470,227.49,0,490.0,0
8192,16320.0,34,10610,16379.82,470,59.82,0,970.0,0
8192,16800.0,35,10620,16843.3,470,43.3,0,1450.0,0
8192,17280.0,36,10632,17339.86,470,59.86,0,1930.0,0
8192,17760.0,37,10647,17844.7,470,84.7,0,2410.0,0
