batch,total_kv,n_new,p50_ms,p99_ms,mean_ms,reps
1,0,2,9.90038,10.52944,9.78672,60
1,256,2,9.40982,13.98234,9.60281,60
1,512,2,9.5777,11.97981,9.69023,60
1,1024,2,10.05037,14.98003,10.43145,60
1,1536,2,10.75085,15.50746,10.89222,60
1,2048,2,11.0081,14.60317,10.90921,60
1,3072,2,11.3689,14.9336,11.425,60
1,4096,2,12.23331,17.99008,12.65658,60
